Time,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
654061222,-2816,-188,15888,-70,94,-68
654064605,-2804,-248,15968,-107,171,-59
654068161,-2748,-204,15992,-61,60,-64
654071545,-2824,-152,15904,-68,205,-56
654075038,-2760,-260,16008,-119,14,-43
654078485,-2772,-168,16020,-56,138,-86
654081955,-2864,-168,15980,-103,64,-57
654085425,-2820,-128,15884,-85,66,-64
654088847,-2832,-268,16008,-138,160,-65
654092365,-2856,-204,16096,-88,55,-62
654095748,-2872,-264,15936,-79,174,-55
654099246,-2804,-268,15860,-112,59,-84
654102688,-2776,-172,16076,-73,136,-53
654106158,-2816,-204,15828,-135,154,-57
654109715,-3112,-212,15996,-42,67,-82
654113098,-2568,-100,15924,-109,147,-64
654116655,-2848,-132,16092,-102,27,-37
654120125,-2740,-176,16128,-46,144,-71
654123595,-2808,-212,15876,-95,64,-60
654127003,-2740,-276,15980,-68,169,-50
654130448,-2744,-188,15876,-93,108,-72
654133918,-2768,-300,15964,-56,117,-54
654137388,-2736,-260,15812,-126,172,-76
654140945,-2828,-200,15964,-55,54,-80
654144328,-2804,-200,15924,-56,179,-43
654147798,-2840,-220,15984,-92,64,-91
654151230,-2812,-228,15936,-41,123,-62
654154651,-2872,-244,15960,-117,99,-70
654158121,-2848,-248,16060,-87,26,-50
654161505,-2852,-260,15920,-109,164,-57
654165061,-2836,-300,15996,-105,38,-83
654168531,-2792,-176,15892,-86,198,-75
654172001,-2820,-304,15932,-128,83,-54
654175494,-2816,-232,15920,-68,126,-50
654178941,-2792,-272,15944,-126,134,-65
654182498,-2876,-144,16012,-67,76,-63
654185881,-2840,-80,16028,-81,167,-58
654189299,-2844,-224,16092,-90,44,-86
654192648,-2792,-196,16000,-80,188,-42
654196118,-2936,-220,16016,-118,44,-50
654199612,-2900,-208,16048,-46,156,-25
654203058,-2956,-244,16060,-118,127,-59
654206615,-2716,-272,15904,-64,84,-66
654209998,-2820,-184,15980,-111,162,-50
654213555,-2752,-232,16020,-94,92,-77
654216938,-2728,-212,16060,-75,158,-36
654220408,-2816,-212,16008,-104,41,-83
654223881,-2760,-284,15960,-61,116,-24
654227372,-2864,-172,16028,-129,106,-65
654230904,-2908,-172,15940,-87,71,-63
654234288,-2752,-208,15920,-124,168,-58
654237845,-2872,-228,16056,-88,53,-66
654241228,-2860,-176,15924,-88,171,-34
654244698,-2768,-240,16080,-76,76,-77
654248081,-2776,-284,16096,-77,117,-30
654251599,-2864,-268,16040,-148,152,-68
654255108,-2836,-280,15920,-61,61,-62
654258491,-2824,-256,15912,-134,167,-55
654262048,-2880,-148,15988,-91,48,-81
654265431,-2792,-308,15884,-63,176,-45
654268901,-2740,-196,15924,-120,74,-55
654272371,-2728,-184,15948,-42,126,-70
654275864,-2816,-252,16128,-126,159,-63
654279398,-2820,-196,15836,-62,73,-55
654282781,-2812,-176,15996,-75,170,-91
654286251,-2860,-264,15908,-90,60,-54
654289669,-2832,-260,15960,-71,135,-45
654293104,-2840,-248,15964,-93,39,-56
654296487,-2808,-112,15936,-55,84,-60
654299895,-2744,-264,16060,-134,108,-94
654303428,-2828,-216,15792,-99,58,-58
654306811,-2856,-188,16032,-101,176,-45
654310368,-2800,-188,16176,-133,72,-68
654313838,-2840,-244,15940,-43,145,-34
654317308,-2868,-204,15916,-125,81,-77
654320777,-2780,-216,16040,-49,114,-75
654324272,-2728,-116,16020,-119,163,-56
654327804,-2772,-252,16000,-101,67,-62
654331274,-2836,-184,15888,-86,198,-43
654334744,-2720,-224,16068,-88,41,-88
654338128,-2876,-216,16056,-66,159,-56
654341598,-2796,-152,16040,-103,72,-57
654345068,-2872,-208,15960,-64,132,-61
654348538,-2872,-204,16028,-134,135,-73
654352143,-2900,-200,16172,-96,48,-61
654355477,-2824,-244,15876,-91,171,-60
654358948,-2696,-164,16088,-103,63,-67
654362417,-2788,-200,15940,-68,140,-61
654365888,-2772,-312,15928,-95,53,-69
654369271,-2700,-188,16024,-67,108,-41
654372741,-2784,-144,16016,-112,125,-72
654376321,-2792,-256,15984,-89,76,-75
654379681,-2764,-272,15932,-96,170,-61
654383151,-2728,-232,15736,-103,50,-65
654386621,-2876,-232,15880,-57,160,-68
654390126,-2800,-184,15904,-101,108,-104
654393734,-2732,-196,15916,-77,135,-44
654397204,-2912,-204,15908,-115,176,-79
654400786,-2864,-280,15924,-82,60,-68
654404144,-2820,-268,15924,-68,187,-48
654407614,-2868,-244,15916,-112,55,-52
654411084,-2748,-240,15928,-70,108,-45
654414554,-2748,-240,15984,-101,80,-85
654418024,-2760,-184,16072,-53,62,-51
654421407,-2768,-216,15988,-130,160,-68
654424989,-2864,-252,16068,-100,46,-43
654428434,-2840,-284,15852,-69,189,-92
654431904,-2740,-220,15972,-110,78,-77
654435374,-2776,-232,15912,-78,125,-57
654438844,-2844,-276,15992,-115,125,-50
654442401,-2800,-260,15948,-90,85,-76
654445784,-2820,-140,15976,-80,188,-31
654449303,-2772,-124,15956,-91,70,-64
654452638,-2828,-164,16000,-94,177,-50
654456108,-2900,-256,16024,-103,93,-77
654459577,-2784,-284,15996,-54,119,-72
654463048,-2724,-212,16160,-99,155,-53
654466517,-2784,-268,15984,-74,61,-52
654469901,-2740,-232,16016,-89,194,-64
654473371,-2856,-284,15912,-87,51,-82
